epoch,unit,data_len,rmse
0,FD003-73.txt,284,43.298578876710216
0,FD003-1.txt,328,43.88430009398315
0,FD003-40.txt,257,32.093007573877244
0,FD003-16.txt,413,48.73640238711609
0,FD003-98.txt,376,50.440415417382376
0,FD003-66.txt,234,24.847576771649198
0,FD003-7.txt,493,63.53758191623656
0,FD003-28.txt,269,34.19156622365431
0,FD003-46.txt,273,38.58405046307585
0,FD003-69.txt,239,27.34750544358896
0,FD003-67.txt,332,45.20965195836036
0,FD003-31.txt,252,32.22816681274537
0,FD003-34.txt,528,60.72452341627466
0,FD003-63.txt,300,42.562721046475
0,FD003-54.txt,263,33.76538257977429
0,FD003-36.txt,393,51.680568661811364
0,FD003-10.txt,550,70.71684435734636
0,FD003-23.txt,265,36.23830198760456
0,FD003-96.txt,560,57.759805355287504
0,FD003-77.txt,324,38.34014346033901
0,FD003-29.txt,292,38.105030753822376
0,FD003-76.txt,222,21.616600309367065
0,FD003-14.txt,276,38.67599790115231
0,FD003-35.txt,300,42.2798267622123
0,FD003-88.txt,391,53.644190318291145
0,FD003-26.txt,312,43.98127290256112
0,FD003-30.txt,287,38.77307258545237
0,FD003-68.txt,270,34.77661787041378
0,FD003-13.txt,254,30.224306210904285
0,FD003-55.txt,594,67.7046047840967
1,FD003-73.txt,284,61.53469358548918
1,FD003-1.txt,328,65.58022624959595
1,FD003-40.txt,257,54.09654028645441
1,FD003-16.txt,413,71.56304086481012
1,FD003-98.txt,376,70.2142432971729
1,FD003-66.txt,234,45.593186758837405
1,FD003-7.txt,493,79.3902847784073
1,FD003-28.txt,269,56.10824125217326
1,FD003-46.txt,273,56.58524800234128
1,FD003-69.txt,239,49.401310824820726
1,FD003-67.txt,332,66.93261378482309
1,FD003-31.txt,252,53.240155671254804
1,FD003-34.txt,528,79.79163586899406
1,FD003-63.txt,300,62.556842498610784
1,FD003-54.txt,263,55.538119464981826
1,FD003-36.txt,393,72.78114757895915
1,FD003-10.txt,550,83.22723658982194
1,FD003-23.txt,265,55.43728452578423
1,FD003-96.txt,560,80.0020306022972
1,FD003-77.txt,324,61.54794146839327
1,FD003-29.txt,292,60.70813788400959
1,FD003-76.txt,222,43.973343914602935
1,FD003-14.txt,276,57.88589997532059
1,FD003-35.txt,300,61.75246384373246
1,FD003-88.txt,391,72.2633141544022
1,FD003-26.txt,312,64.03919273599944
1,FD003-30.txt,287,59.672200057083295
1,FD003-68.txt,270,55.67761325375838
1,FD003-13.txt,254,53.15177493650849
1,FD003-55.txt,594,83.63721845422023
2,FD003-73.txt,284,56.437554960459266
2,FD003-1.txt,328,59.917925625263734
2,FD003-40.txt,257,50.58912311520038
2,FD003-16.txt,413,65.03327633223752
2,FD003-98.txt,376,64.14067280059955
2,FD003-66.txt,234,44.327157367192015
2,FD003-7.txt,493,71.70320188863465
2,FD003-28.txt,269,52.32235037013153
2,FD003-46.txt,273,53.24256262723551
2,FD003-69.txt,239,46.82419960763359
2,FD003-67.txt,332,60.79649026182982
2,FD003-31.txt,252,49.961565261995396
2,FD003-34.txt,528,71.88803227702641
2,FD003-63.txt,300,57.436598191291964
2,FD003-54.txt,263,51.75054947324943
2,FD003-36.txt,393,65.69571020796903
2,FD003-10.txt,550,74.60930652439147
2,FD003-23.txt,265,51.969423265231136
2,FD003-96.txt,560,72.05423020331646
2,FD003-77.txt,324,56.56396308049014
2,FD003-29.txt,292,55.824005064206844
2,FD003-76.txt,222,42.3997137930556
2,FD003-14.txt,276,53.74616316731891
2,FD003-35.txt,300,56.82617576849531
2,FD003-88.txt,391,65.74173923599326
2,FD003-26.txt,312,58.59555444270146
2,FD003-30.txt,287,55.329542306115805
2,FD003-68.txt,270,52.17402872686006
2,FD003-13.txt,254,49.90878706348731
2,FD003-55.txt,594,74.72109798748649
3,FD003-73.txt,284,58.770002412925265
3,FD003-1.txt,328,62.49002572463037
3,FD003-40.txt,257,52.935107216611264
3,FD003-16.txt,413,67.345353902911
3,FD003-98.txt,376,66.66544065295042
3,FD003-66.txt,234,46.01030665493814
3,FD003-7.txt,493,74.3364384271728
3,FD003-28.txt,269,54.69920781152369
3,FD003-46.txt,273,55.2678364832112
3,FD003-69.txt,239,49.01362899155359
3,FD003-67.txt,332,63.423339179714496
3,FD003-31.txt,252,52.18674529289246
3,FD003-34.txt,528,74.57272381328426
3,FD003-63.txt,300,59.849597232900656
3,FD003-54.txt,263,54.111783476712425
3,FD003-36.txt,393,68.32039476137902
3,FD003-10.txt,550,77.2649996886752
3,FD003-23.txt,265,54.184416735662076
3,FD003-96.txt,560,74.89063732673198
3,FD003-77.txt,324,58.43738610547484
3,FD003-29.txt,292,58.340644853493465
3,FD003-76.txt,222,44.467990125461505
3,FD003-14.txt,276,55.85416867566753
3,FD003-35.txt,300,58.92369982202531
3,FD003-88.txt,391,68.33452721931917
3,FD003-26.txt,312,60.91143580503293
3,FD003-30.txt,287,57.57182112932224
3,FD003-68.txt,270,54.26229741156164
3,FD003-13.txt,254,52.2531204312249
3,FD003-55.txt,594,77.5094084685864
4,FD003-73.txt,284,55.98816279485474
4,FD003-1.txt,328,58.69719784661446
4,FD003-40.txt,257,49.6820316732165
4,FD003-16.txt,413,62.85336215425624
4,FD003-98.txt,376,62.847545381350464
4,FD003-66.txt,234,40.03481449242655
4,FD003-7.txt,493,71.40178001509744
4,FD003-28.txt,269,50.89346301714228
4,FD003-46.txt,273,50.64589009428717
4,FD003-69.txt,239,45.46540809509732
4,FD003-67.txt,332,60.36675978977929
4,FD003-31.txt,252,48.88598634895883
4,FD003-34.txt,528,71.0809298759514
4,FD003-63.txt,300,56.26807311019293
4,FD003-54.txt,263,50.94999107742492
4,FD003-36.txt,393,64.66960306171077
4,FD003-10.txt,550,74.56160350383574
4,FD003-23.txt,265,50.066737336601484
4,FD003-96.txt,560,71.26380629851457
4,FD003-77.txt,324,53.21217326980496
4,FD003-29.txt,292,54.87860715259635
4,FD003-76.txt,222,41.05264207207666
4,FD003-14.txt,276,51.396293107725164
4,FD003-35.txt,300,54.46262626198465
4,FD003-88.txt,391,64.88364984546605
4,FD003-26.txt,312,56.91146226754159
4,FD003-30.txt,287,53.41567272221534
